task,model,rollout_length,mean,std,sem,n_seeds
walker2d-medium-replay-v2,rnn,80,7.286259602027023,0.812161790618576,0.46890182843916334,3
walker2d-medium-replay-v2,rnn,81,7.367919379426173,0.717608126083307,0.41431124476686026,3
walker2d-medium-replay-v2,rnn,82,7.642422517058836,0.38233025374925633,0.22073847492147108,3
walker2d-medium-replay-v2,rnn,83,7.706996089318647,0.3687963251189613,0.21292465758357706,3
walker2d-medium-replay-v2,rnn,84,7.9433147586268165,0.41849396717248877,0.24161760460127082,3
walker2d-medium-replay-v2,rnn,85,8.065294322802341,0.6063571919992924,0.35008048802585706,3
walker2d-medium-replay-v2,rnn,86,8.27578212824933,0.8018185894552364,0.4629301784632268,3
walker2d-medium-replay-v2,rnn,87,8.475095899131167,0.6422006121752759,0.37077469631313803,3
walker2d-medium-replay-v2,rnn,88,8.492234706004858,0.45663097472059067,0.26363601617525423,3
walker2d-medium-replay-v2,rnn,89,8.756348845868702,0.45376725666586687,0.26198264778547625,3
walker2d-medium-replay-v2,rnn,90,8.819920794731196,0.4935302345735059,0.28493981378423283,3
walker2d-medium-replay-v2,rnn,91,8.889186634002817,0.5443571942236883,0.31428477262035587,3
walker2d-medium-replay-v2,rnn,92,9.03895599878692,0.5140798161100345,0.29680412021608177,3
walker2d-medium-replay-v2,rnn,93,9.211293909488914,0.5718123319273218,0.33013600376418695,3
walker2d-medium-replay-v2,rnn,94,9.389072396471292,0.6236063216827542,0.36003927769189054,3
walker2d-medium-replay-v2,rnn,95,9.570155943856962,0.39725222636851487,0.22935367983004024,3
walker2d-medium-replay-v2,rnn,96,9.754364758095596,0.5425411448754177,0.3132362760402702,3
walker2d-medium-replay-v2,rnn,97,10.01694251251013,0.454067109054908,0.2621557676430063,3
walker2d-medium-replay-v2,rnn,98,10.206300584609165,0.6717215751043822,0.38781863220699453,3
walker2d-medium-replay-v2,rnn,99,10.35460163976127,0.6054074063212075,0.3495321290089423,3
walker2d-medium-replay-v2,rnn,100,10.648417746899945,0.6135698025937096,0.3542446906941038,3
