task,seed,model,rollout_length,backtrack_k,error_mean,error_std,error_sem,n_windows
hopper-medium-replay-v2,1,ensemble,64,1,0.3354514332282868,1.3228753706094922,0.041832992316653626,1000
hopper-medium-replay-v2,1,ensemble,65,1,0.34195235036735333,1.2819895957255307,0.04054007059131138,1000
hopper-medium-replay-v2,1,ensemble,66,1,0.3364997354309812,1.256480515098109,0.03973340263331609,1000
hopper-medium-replay-v2,1,ensemble,67,1,0.3372411544610578,1.2521879053005416,0.03959765839264941,1000
hopper-medium-replay-v2,1,ensemble,68,1,0.3585284770547404,1.2457205692931437,0.03939314327087944,1000
hopper-medium-replay-v2,1,ensemble,69,1,0.3641471168352777,1.2795443653890803,0.040462745618642146,1000
hopper-medium-replay-v2,1,ensemble,70,1,0.42737744140799555,1.4577230210248018,0.04609724944099892,1000
hopper-medium-replay-v2,1,ensemble,71,1,0.45682837326807124,1.5716523493264574,0.049700011138262064,1000
hopper-medium-replay-v2,1,ensemble,72,1,0.432458551957813,1.5213017862374003,0.04810778652992782,1000
hopper-medium-replay-v2,1,ensemble,73,1,0.4243150567438096,1.3892195234235873,0.04393097863992173,1000
hopper-medium-replay-v2,1,ensemble,74,1,0.425586321619918,1.4310330440878893,0.04525323826281884,1000
hopper-medium-replay-v2,1,ensemble,75,1,0.43276817025323794,1.4493428967291522,0.045832246642503245,1000
hopper-medium-replay-v2,1,ensemble,76,1,0.4220736840318632,1.3386673453082796,0.04233237840465282,1000
hopper-medium-replay-v2,1,ensemble,77,1,0.4267980114348887,1.3501829086643877,0.04269653249210557,1000
hopper-medium-replay-v2,1,ensemble,78,1,0.46664436535518394,1.4173768951450152,0.04482139291555901,1000
hopper-medium-replay-v2,1,ensemble,79,1,0.48139001014223787,1.4815131397890036,0.046849559052006794,1000
hopper-medium-replay-v2,1,ensemble,80,1,0.5055629917013013,1.6133501395667995,0.05101861104381627,1000
hopper-medium-replay-v2,1,ensemble,81,1,0.5018706469050366,1.625820988965706,0.051412973928391136,1000
hopper-medium-replay-v2,1,ensemble,82,1,0.4802087588351857,1.5620415901765188,0.049396092248690966,1000
hopper-medium-replay-v2,1,ensemble,83,1,0.48270864894227333,1.4542001638088722,0.04598584691425994,1000
hopper-medium-replay-v2,1,ensemble,84,1,0.508325218030071,1.4550333522203263,0.04601219464526247,1000
hopper-medium-replay-v2,1,ensemble,85,1,0.5358115130265456,1.5958158599985883,0.05046412843815926,1000
hopper-medium-replay-v2,1,ensemble,86,1,0.5878843734843934,1.7571975287176103,0.055567464895667835,1000
hopper-medium-replay-v2,1,ensemble,87,1,0.6137686003906799,1.8342051059313647,0.0580026583065353,1000
hopper-medium-replay-v2,1,ensemble,88,1,0.5923094137019068,1.8554616366263068,0.05867484882802829,1000
hopper-medium-replay-v2,1,ensemble,89,1,0.5350200717313573,1.7452083898799027,0.055188335036556437,1000
hopper-medium-replay-v2,1,ensemble,90,1,0.5530035527396583,1.7618878895671473,0.055715787128994027,1000
hopper-medium-replay-v2,1,ensemble,91,1,0.5483981675283246,1.6576039249055046,0.05241803861136101,1000
hopper-medium-replay-v2,1,ensemble,92,1,0.5525099032555247,1.522556116107084,0.04814745192318165,1000
hopper-medium-replay-v2,1,ensemble,93,1,0.5960857340994131,1.6885891801975188,0.053397878417406515,1000
hopper-medium-replay-v2,1,ensemble,94,1,0.6453283209462249,1.8602452862271768,0.058826121110697335,1000
hopper-medium-replay-v2,1,ensemble,95,1,0.6097112757118232,1.7309905782109276,0.05473872835438362,1000
hopper-medium-replay-v2,1,ensemble,96,1,0.5485961697503748,1.5775414629816569,0.04988624126376236,1000
hopper-medium-replay-v2,1,ensemble,97,1,0.5984611124984724,1.681497875380225,0.05317363166935479,1000
hopper-medium-replay-v2,1,ensemble,98,1,0.6506549098621981,1.823109748845395,0.05765179230808977,1000
hopper-medium-replay-v2,1,ensemble,99,1,0.7009111525668718,1.931001036331607,0.0610636143895343,1000
hopper-medium-replay-v2,1,ensemble,100,1,0.7435945959582009,2.004276875076044,0.06338079986845063,1000
