task,model,rollout_length,mean,std,sem,n_seeds,rollout_repeats
walker2d-medium-replay-v2,rnn,53,4.45402554740959,0.2755076370504749,0.1590644084148894,3,20
walker2d-medium-replay-v2,rnn,54,4.557281275072776,0.27082515331079055,0.1563609751673066,3,20
walker2d-medium-replay-v2,rnn,55,4.657755052399121,0.2802562410809616,0.16180601623016583,3,20
walker2d-medium-replay-v2,rnn,56,4.746850646632141,0.2863333076056023,0.16531461222405044,3,20
walker2d-medium-replay-v2,rnn,57,4.836500054998676,0.2938201554207215,0.16963714582549125,3,20
walker2d-medium-replay-v2,rnn,58,4.925776375381161,0.30026689901141096,0.1733591749729723,3,20
walker2d-medium-replay-v2,rnn,59,5.022859383373912,0.3036460014240105,0.17531010066050595,3,20
walker2d-medium-replay-v2,rnn,60,5.127876304116319,0.31474385111084796,0.18171744716462757,3,20
walker2d-medium-replay-v2,rnn,61,5.230824423647683,0.32091878680288316,0.18528254794865273,3,20
walker2d-medium-replay-v2,rnn,62,5.332783096958728,0.32727388212807706,0.18895166394537916,3,20
walker2d-medium-replay-v2,rnn,63,5.435557394318707,0.33084630465913073,0.19101420305534209,3,20
walker2d-medium-replay-v2,rnn,64,5.535371257972289,0.34098395956222494,0.19686718084259505,3,20
walker2d-medium-replay-v2,rnn,65,5.640864378397667,0.3521670559557963,0.203323744555797,3,20
walker2d-medium-replay-v2,rnn,66,5.736595731490705,0.36464452884261944,0.2105276168858106,3,20
walker2d-medium-replay-v2,rnn,67,5.840551562299964,0.3848578143174833,0.22219776269593,3,20
walker2d-medium-replay-v2,rnn,68,5.934120276093327,0.3996248012045034,0.23072348655027072,3,20
walker2d-medium-replay-v2,rnn,69,6.038634081767088,0.40571314639971073,0.23423859428764304,3,20
walker2d-medium-replay-v2,rnn,70,6.143892229592424,0.4146534765113756,0.23940029628425685,3,20
walker2d-medium-replay-v2,rnn,71,6.254246318774271,0.41993945703792707,0.2424521585641925,3,20
walker2d-medium-replay-v2,rnn,72,6.363081956684073,0.4302321777206358,0.248394663621048,3,20
walker2d-medium-replay-v2,rnn,73,6.480084859087462,0.4423280315809553,0.25537820810338185,3,20
walker2d-medium-replay-v2,rnn,74,6.599408007200697,0.45917443110759487,0.2651044814049632,3,20
walker2d-medium-replay-v2,rnn,75,6.706278172091449,0.4733984146821072,0.2733167021506567,3,20
walker2d-medium-replay-v2,rnn,76,6.821780839015258,0.4865152176123699,0.2808896918533511,3,20
walker2d-medium-replay-v2,rnn,77,6.94375173345452,0.4991172753003275,0.28816549325183666,3,20
walker2d-medium-replay-v2,rnn,78,7.075939868306668,0.5221238015412616,0.30144831737015815,3,20
walker2d-medium-replay-v2,rnn,79,7.197955596648344,0.532439289302281,0.30740396700580497,3,20
walker2d-medium-replay-v2,rnn,80,7.328268818510348,0.5377150645573476,0.31044993726950165,3,20
walker2d-medium-replay-v2,rnn,81,7.463887268171466,0.5494199506557521,0.3172077564092494,3,20
walker2d-medium-replay-v2,rnn,82,7.606016430018136,0.5640902152077127,0.3256776375974069,3,20
walker2d-medium-replay-v2,rnn,83,7.752715659117264,0.5788605940972952,0.3342053198253401,3,20
walker2d-medium-replay-v2,rnn,84,7.8822546378011635,0.5915190430682916,0.34151367874626803,3,20
walker2d-medium-replay-v2,rnn,85,8.020087679507597,0.6108656166811208,0.35268342822953186,3,20
walker2d-medium-replay-v2,rnn,86,8.157663245264283,0.6289053636133309,0.36309868097695613,3,20
walker2d-medium-replay-v2,rnn,87,8.326970119020507,0.6623386131518759,0.382401376597919,3,20
walker2d-medium-replay-v2,rnn,88,8.456420295794358,0.6556340043023877,0.37853046887385583,3,20
walker2d-medium-replay-v2,rnn,89,8.613845311500908,0.6835622817998706,0.3946548674050301,3,20
walker2d-medium-replay-v2,rnn,90,8.774346006034373,0.6991843204989963,0.4036742556532611,3,20
walker2d-medium-replay-v2,rnn,91,8.928682512873744,0.7310383261511025,0.4220651743912725,3,20
walker2d-medium-replay-v2,rnn,92,9.104467513414656,0.7770933570419706,0.4486550588736517,3,20
walker2d-medium-replay-v2,rnn,93,9.281229328051282,0.8165693298665085,0.47144652241042106,3,20
walker2d-medium-replay-v2,rnn,94,9.464289290604205,0.859702624402781,0.49634954162197337,3,20
walker2d-medium-replay-v2,rnn,95,9.65311149868085,0.8873920028182009,0.5123360117038095,3,20
walker2d-medium-replay-v2,rnn,96,9.854180545557123,0.9392790123422252,0.5422929906199496,3,20
walker2d-medium-replay-v2,rnn,97,10.068930557685222,0.9704140554877987,0.560268816161277,3,20
walker2d-medium-replay-v2,rnn,98,10.301104098364997,1.0403047141589254,0.6006202067588923,3,20
walker2d-medium-replay-v2,rnn,99,10.502083787422135,1.0760449598911817,0.6212548472533138,3,20
walker2d-medium-replay-v2,rnn,100,10.740430666678954,1.1416100455521492,0.6591088671091143,3,20
